id,key,enabled,bom_type,cylinder_label,agent_type,item_order,brand,code,product,unit,quantity_base,delivery,unit_price
290,OPCIONALTANK SIZE 52LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 52L,FK-5-1-12,1.0,ANSUL,570538-R2,"Flexible Discharge Hose, 2 in.",c/u.,1.0,570538-R2,1
291,OPCIONALTANK SIZE 52LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 52L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
292,OPCIONALTANK SIZE 52LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 52L,FK-5-1-12,3.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
293,OPCIONALTANK SIZE 52LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 52L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
294,OPCIONALTANK SIZE 52LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 52L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
296,SISTEMATANK SIZE 106LFK-5-1-121-1,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 106L,c/u.,1.0,106L CARGA,1
297,SISTEMATANK SIZE 106LFK-5-1-121-2,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,2.0,ANSUL,445736,"TANK SIZE 106L, Fill: 117-280 lb.",c/u.,1.0,445736,1
298,SISTEMATANK SIZE 106LFK-5-1-121-3,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
299,SISTEMATANK SIZE 106LFK-5-1-121-4,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
300,SISTEMATANK SIZE 106LFK-5-1-121-5,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
301,SISTEMATANK SIZE 106LFK-5-1-121-6,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
302,SISTEMATANK SIZE 106LFK-5-1-121-7,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
303,SISTEMATANK SIZE 106LFK-5-1-121-8,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
304,SISTEMATANK SIZE 106LFK-5-1-121-9,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,9.0,ANSUL,570092-R2,"Tank Bracket Assembly (Fits 140, 280, 390 & 450 lb. Tanks)",c/u.,2.0,570092-R2,1
305,SISTEMATANK SIZE 106LFK-5-1-121-10,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 106L,1
306,SISTEMATANK SIZE 106LFK-5-1-121-11,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
307,SISTEMATANK SIZE 106LFK-5-1-121-12,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
308,SISTEMATANK SIZE 106LFK-5-1-121-13,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,13.0,ANSUL,570558,"Single-Tank Swivel Adaptor, 2 in.  (P/N 309002017)",c/u.,1.0,570558,1
309,SISTEMATANK SIZE 106LFK-5-1-121-14,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,14.0,,,,,,0,1
310,SISTEMATANK SIZE 106LFK-5-1-121-15,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
311,SISTEMATANK SIZE 106LFK-5-1-121-16,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,16.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
312,SISTEMATANK SIZE 106LFK-5-1-121-17,True,SISTEMA,TANK SIZE 106L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
314,OPCIONALTANK SIZE 106LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,1.0,ANSUL,570538-R2,"Flexible Discharge Hose, 2 in.",c/u.,1.0,570538-R2,1
315,OPCIONALTANK SIZE 106LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
316,OPCIONALTANK SIZE 106LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,3.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
317,OPCIONALTANK SIZE 106LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
318,OPCIONALTANK SIZE 106LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
319,OPCIONALTANK SIZE 106LFK-5-1-121-6,True,OPCIONAL,TANK SIZE 106L,FK-5-1-12,6.0,ANSUL,570277,"Liquid Level Indicator (For 280 lb. Tank), 32 in.",c/u.,1.0,570277,1
321,SISTEMATANK SIZE 147LFK-5-1-121-1,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 147L,c/u.,1.0,147L CARGA,1
322,SISTEMATANK SIZE 147LFK-5-1-121-2,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,2.0,ANSUL,445737,"TANK SIZE 147L, Fill: 163-388 lb.",c/u.,1.0,445737,1
323,SISTEMATANK SIZE 147LFK-5-1-121-3,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
324,SISTEMATANK SIZE 147LFK-5-1-121-4,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
325,SISTEMATANK SIZE 147LFK-5-1-121-5,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
326,SISTEMATANK SIZE 147LFK-5-1-121-6,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
327,SISTEMATANK SIZE 147LFK-5-1-121-7,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
328,SISTEMATANK SIZE 147LFK-5-1-121-8,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
329,SISTEMATANK SIZE 147LFK-5-1-121-9,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,9.0,ANSUL,570092-R2,"Tank Bracket Assembly (Fits 140, 280, 390 & 450 lb. Tanks)",c/u.,2.0,570092-R2,1
330,SISTEMATANK SIZE 147LFK-5-1-121-10,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 147L,1
331,SISTEMATANK SIZE 147LFK-5-1-121-11,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
332,SISTEMATANK SIZE 147LFK-5-1-121-12,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
333,SISTEMATANK SIZE 147LFK-5-1-121-13,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,13.0,ANSUL,570558,"Single-Tank Swivel Adaptor, 2 in.  (P/N 309002017)",c/u.,1.0,570558,1
334,SISTEMATANK SIZE 147LFK-5-1-121-14,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,14.0,,,,,,0,1
335,SISTEMATANK SIZE 147LFK-5-1-121-15,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
336,SISTEMATANK SIZE 147LFK-5-1-121-16,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,16.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
337,SISTEMATANK SIZE 147LFK-5-1-121-17,True,SISTEMA,TANK SIZE 147L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
339,OPCIONALTANK SIZE 147LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,1.0,ANSUL,570538-R2,"Flexible Discharge Hose, 2 in.",c/u.,1.0,570538-R2,1
340,OPCIONALTANK SIZE 147LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
341,OPCIONALTANK SIZE 147LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,3.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
342,OPCIONALTANK SIZE 147LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
343,OPCIONALTANK SIZE 147LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
344,OPCIONALTANK SIZE 147LFK-5-1-121-6,True,OPCIONAL,TANK SIZE 147L,FK-5-1-12,6.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
346,SISTEMATANK SIZE 180LFK-5-1-121-1,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 180L,c/u.,1.0,180L CARGA,1
347,SISTEMATANK SIZE 180LFK-5-1-121-2,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,2.0,ANSUL,445738,"TANK SIZE 180L, Fill: 199-459 lb.",c/u.,1.0,445738,1
348,SISTEMATANK SIZE 180LFK-5-1-121-3,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
349,SISTEMATANK SIZE 180LFK-5-1-121-4,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
350,SISTEMATANK SIZE 180LFK-5-1-121-5,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
351,SISTEMATANK SIZE 180LFK-5-1-121-6,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
352,SISTEMATANK SIZE 180LFK-5-1-121-7,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
353,SISTEMATANK SIZE 180LFK-5-1-121-8,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
354,SISTEMATANK SIZE 180LFK-5-1-121-9,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,9.0,ANSUL,570092-R2,"Tank Bracket Assembly (Fits 140, 280, 390 & 450 lb. Tanks)",c/u.,2.0,570092-R2,1
355,SISTEMATANK SIZE 180LFK-5-1-121-10,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 180L,1
356,SISTEMATANK SIZE 180LFK-5-1-121-11,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
357,SISTEMATANK SIZE 180LFK-5-1-121-12,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
358,SISTEMATANK SIZE 180LFK-5-1-121-13,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,13.0,ANSUL,570558,"Single-Tank Swivel Adaptor, 2 in.  (P/N 309002017)",c/u.,1.0,570558,1
359,SISTEMATANK SIZE 180LFK-5-1-121-14,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,14.0,,,,,,0,1
360,SISTEMATANK SIZE 180LFK-5-1-121-15,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
361,SISTEMATANK SIZE 180LFK-5-1-121-16,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,16.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
362,SISTEMATANK SIZE 180LFK-5-1-121-17,True,SISTEMA,TANK SIZE 180L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
364,OPCIONALTANK SIZE 180LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,1.0,ANSUL,570538-R2,"Flexible Discharge Hose, 2 in.",c/u.,1.0,570538-R2,1
365,OPCIONALTANK SIZE 180LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
366,OPCIONALTANK SIZE 180LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,3.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
367,OPCIONALTANK SIZE 180LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
368,OPCIONALTANK SIZE 180LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
369,OPCIONALTANK SIZE 180LFK-5-1-121-6,True,OPCIONAL,TANK SIZE 180L,FK-5-1-12,6.0,ANSUL,570589,"Liquid Level Indicator (For 450 lb. Tank), 55 in.",c/u.,1.0,570589,1
371,SISTEMATANK SIZE 343LFK-5-1-121-1,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 343L,c/u.,1.0,343L CARGA,1
372,SISTEMATANK SIZE 343LFK-5-1-121-2,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,2.0,ANSUL,445739,"TANK SIZE 343L, Fill: 379-851 lb.",c/u.,1.0,445739,1
373,SISTEMATANK SIZE 343LFK-5-1-121-3,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
374,SISTEMATANK SIZE 343LFK-5-1-121-4,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
375,SISTEMATANK SIZE 343LFK-5-1-121-5,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
376,SISTEMATANK SIZE 343LFK-5-1-121-6,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
377,SISTEMATANK SIZE 343LFK-5-1-121-7,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
378,SISTEMATANK SIZE 343LFK-5-1-121-8,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
379,SISTEMATANK SIZE 343LFK-5-1-121-9,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,9.0,ANSUL,570336-R2,Tank Bracket Assembly (Fits 850 lb. Tank),c/u.,2.0,570336-R2,1
380,SISTEMATANK SIZE 343LFK-5-1-121-10,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 343L,1
381,SISTEMATANK SIZE 343LFK-5-1-121-11,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
382,SISTEMATANK SIZE 343LFK-5-1-121-12,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
383,SISTEMATANK SIZE 343LFK-5-1-121-13,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,13.0,ANSUL,69471,"Single-Tank Swivel Adaptor, 3 in. Flare to 3 in. Grooved",c/u.,1.0,69471,1
384,SISTEMATANK SIZE 343LFK-5-1-121-14,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,14.0,,,,,,0,1
385,SISTEMATANK SIZE 343LFK-5-1-121-15,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
386,SISTEMATANK SIZE 343LFK-5-1-121-16,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,16.0,ANSUL,430815,"Acutation Hose, 42 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,430815,1
387,SISTEMATANK SIZE 343LFK-5-1-121-17,True,SISTEMA,TANK SIZE 343L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
389,OPCIONALTANK SIZE 343LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,1.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
390,OPCIONALTANK SIZE 343LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,2.0,ANSUL,430815,"Acutation Hose, 42 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,430815,1
391,OPCIONALTANK SIZE 343LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,3.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
392,OPCIONALTANK SIZE 343LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,4.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
393,OPCIONALTANK SIZE 343LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,5.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
394,OPCIONALTANK SIZE 343LFK-5-1-121-6,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,6.0,ANSUL,452162,"CHECK VALVE, 3"", W/ ADAPTOR ASSY",c/u.,1.0,452162,1
395,OPCIONALTANK SIZE 343LFK-5-1-121-7,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,7.0,ANSUL,69990,"3"" Flexible Hose ASM",c/u.,1.0,69990,1
396,OPCIONALTANK SIZE 343LFK-5-1-121-8,True,OPCIONAL,TANK SIZE 343L,FK-5-1-12,8.0,ANSUL,69841,"Discharge Hose/Check Valve Assembly, 3 in.",c/u.,1.0,69841,1
398,RESERVATANK SIZE 8LFM-2001-1,True,RESERVA,TANK SIZE 8L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 8L,c/u.,1.0,8L CARGA,1
399,RESERVATANK SIZE 8LFM-2001-2,True,RESERVA,TANK SIZE 8L,FM-200,2.0,ANSUL,445732,"TANK SIZE 8L, Fill: 9-17 lb.",c/u.,1.0,445732,1
400,RESERVATANK SIZE 8LFM-2001-3,True,RESERVA,TANK SIZE 8L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
401,RESERVATANK SIZE 8LFM-2001-4,True,RESERVA,TANK SIZE 8L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
402,RESERVATANK SIZE 8LFM-2001-5,True,RESERVA,TANK SIZE 8L,FM-200,5.0,ANSUL,314205321,Label FM-200 8/16/52L UL/FM,c/u.,1.0,314205321,1
403,RESERVATANK SIZE 8LFM-2001-6,True,RESERVA,TANK SIZE 8L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
405,RESERVATANK SIZE 16LFM-2001-1,True,RESERVA,TANK SIZE 16L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 16L,c/u.,1.0,16L CARGA,1
406,RESERVATANK SIZE 16LFM-2001-2,True,RESERVA,TANK SIZE 16L,FM-200,2.0,ANSUL,445733,"TANK SIZE 16L, Fill: 18-35 lb.",c/u.,1.0,445733,1
407,RESERVATANK SIZE 16LFM-2001-3,True,RESERVA,TANK SIZE 16L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
408,RESERVATANK SIZE 16LFM-2001-4,True,RESERVA,TANK SIZE 16L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
409,RESERVATANK SIZE 16LFM-2001-5,True,RESERVA,TANK SIZE 16L,FM-200,5.0,ANSUL,314205321,Label FM-200 8/16/52L UL/FM,c/u.,1.0,314205321,1
410,RESERVATANK SIZE 16LFM-2001-6,True,RESERVA,TANK SIZE 16L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
412,RESERVATANK SIZE 32LFM-2001-1,True,RESERVA,TANK SIZE 32L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 32L,c/u.,1.0,32L CARGA,1
413,RESERVATANK SIZE 32LFM-2001-2,True,RESERVA,TANK SIZE 32L,FM-200,2.0,ANSUL,445734,"TANK SIZE 32L, Fill: 36-70 lb.",c/u.,1.0,445734,1
414,RESERVATANK SIZE 32LFM-2001-3,True,RESERVA,TANK SIZE 32L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
415,RESERVATANK SIZE 32LFM-2001-4,True,RESERVA,TANK SIZE 32L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
416,RESERVATANK SIZE 32LFM-2001-5,True,RESERVA,TANK SIZE 32L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
417,RESERVATANK SIZE 32LFM-2001-6,True,RESERVA,TANK SIZE 32L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
419,RESERVATANK SIZE 52LFM-2001-1,True,RESERVA,TANK SIZE 52L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 52L,c/u.,1.0,52L CARGA,1
420,RESERVATANK SIZE 52LFM-2001-2,True,RESERVA,TANK SIZE 52L,FM-200,2.0,ANSUL,445735,"TANK SIZE 52L, Fill: 58-114 lb.",c/u.,1.0,445735,1
421,RESERVATANK SIZE 52LFM-2001-3,True,RESERVA,TANK SIZE 52L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
422,RESERVATANK SIZE 52LFM-2001-4,True,RESERVA,TANK SIZE 52L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
423,RESERVATANK SIZE 52LFM-2001-5,True,RESERVA,TANK SIZE 52L,FM-200,5.0,ANSUL,314205321,Label FM-200 8/16/52L UL/FM,c/u.,1.0,314205321,1
424,RESERVATANK SIZE 52LFM-2001-6,True,RESERVA,TANK SIZE 52L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
426,RESERVATANK SIZE 106LFM-2001-1,True,RESERVA,TANK SIZE 106L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 106L,c/u.,1.0,106L CARGA,1
427,RESERVATANK SIZE 106LFM-2001-2,True,RESERVA,TANK SIZE 106L,FM-200,2.0,ANSUL,445736,"TANK SIZE 106L, Fill: 117-233 lb",c/u.,1.0,445736,1
428,RESERVATANK SIZE 106LFM-2001-3,True,RESERVA,TANK SIZE 106L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
429,RESERVATANK SIZE 106LFM-2001-4,True,RESERVA,TANK SIZE 106L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
430,RESERVATANK SIZE 106LFM-2001-5,True,RESERVA,TANK SIZE 106L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
431,RESERVATANK SIZE 106LFM-2001-6,True,RESERVA,TANK SIZE 106L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
432,RESERVATANK SIZE 106LFM-2001-7,True,RESERVA,TANK SIZE 106L,FM-200,7.0,ANSUL,570277,"Liquid Level Indicator (For 280 lb. Tank), 32 in.",c/u.,1.0,570277,1
